user,video_name,frame_index,hand_landmark,x_coords,y_coords
Cap,Cap_Phase1_60_L.mp4,178,9,176.30437,720.5142
Cap,Cap_Phase1_60_L.mp4,178,10,236.07709,505.49106
Cap,Cap_Phase1_60_L.mp4,178,11,277.49307,365.23898
Cap,Cap_Phase1_60_L.mp4,178,12,309.72122,260.04056
Cap,Cap_Phase1_60_L.mp4,178,13,89.95025,707.21674
Cap,Cap_Phase1_60_L.mp4,178,14,128.80724,511.0176
Cap,Cap_Phase1_60_L.mp4,178,15,156.25737,377.87378
Cap,Cap_Phase1_60_L.mp4,178,16,181.50732,277.39545
Cap,Cap_Phase1_60_L.mp4,178,17,27.042524,724.04645
Cap,Cap_Phase1_60_L.mp4,178,18,40.43237,574.69183
Cap,Cap_Phase1_60_L.mp4,178,19,47.032864,476.69543
Cap,Cap_Phase1_60_L.mp4,178,20,53.7089,397.35428
Cap,Cap_Phase1_60_L.mp4,179,0,88.94931,1036.0344
Cap,Cap_Phase1_60_L.mp4,179,1,277.8047,1018.19196
Cap,Cap_Phase1_60_L.mp4,179,2,408.13376,947.1844
Cap,Cap_Phase1_60_L.mp4,179,3,515.0448,853.04535
Cap,Cap_Phase1_60_L.mp4,179,4,603.3441,770.7159
Cap,Cap_Phase1_60_L.mp4,179,5,314.0177,745.05865
Cap,Cap_Phase1_60_L.mp4,179,6,399.5125,546.1525
Cap,Cap_Phase1_60_L.mp4,179,7,438.69055,429.23828
Cap,Cap_Phase1_60_L.mp4,179,8,466.32953,342.73264
Cap,Cap_Phase1_60_L.mp4,179,9,211.22372,703.90955
Cap,Cap_Phase1_60_L.mp4,179,10,284.97174,484.11002
Cap,Cap_Phase1_60_L.mp4,179,11,324.0648,346.20862
Cap,Cap_Phase1_60_L.mp4,179,12,347.0107,252.74474
Cap,Cap_Phase1_60_L.mp4,179,13,120.22376,695.31335
Cap,Cap_Phase1_60_L.mp4,179,14,170.72368,494.35666
Cap,Cap_Phase1_60_L.mp4,179,15,195.86034,365.89542
Cap,Cap_Phase1_60_L.mp4,179,16,216.47389,272.4503
Cap,Cap_Phase1_60_L.mp4,179,17,57.3066,709.8112
Cap,Cap_Phase1_60_L.mp4,179,18,73.00992,555.774
Cap,Cap_Phase1_60_L.mp4,179,19,77.28749,460.12823
Cap,Cap_Phase1_60_L.mp4,179,20,88.62826,380.7496
Cap,Cap_Phase1_60_L.mp4,180,0,84.24681,1026.7444
Cap,Cap_Phase1_60_L.mp4,180,1,270.7887,1013.5844
Cap,Cap_Phase1_60_L.mp4,180,2,410.44724,942.50183
Cap,Cap_Phase1_60_L.mp4,180,3,526.68774,848.2878
Cap,Cap_Phase1_60_L.mp4,180,4,622.003,770.56586
Cap,Cap_Phase1_60_L.mp4,180,5,332.63882,735.58093
Cap,Cap_Phase1_60_L.mp4,180,6,420.50378,545.9837
Cap,Cap_Phase1_60_L.mp4,180,7,464.34656,429.03198
Cap,Cap_Phase1_60_L.mp4,180,8,496.6597,344.8207
Cap,Cap_Phase1_60_L.mp4,180,9,234.47182,685.0667
Cap,Cap_Phase1_60_L.mp4,180,10,310.5994,476.908
Cap,Cap_Phase1_60_L.mp4,180,11,349.69247,339.0066
Cap,Cap_Phase1_60_L.mp4,180,12,372.6195,240.87889
Cap,Cap_Phase1_60_L.mp4,180,13,148.12714,674.10114
Cap,Cap_Phase1_60_L.mp4,180,14,203.32956,482.43454
Cap,Cap_Phase1_60_L.mp4,180,15,235.49164,360.91275
Cap,Cap_Phase1_60_L.mp4,180,16,260.76047,265.09824
Cap,Cap_Phase1_60_L.mp4,180,17,80.554695,690.9684
Cap,Cap_Phase1_60_L.mp4,180,18,103.28343,543.8706
Cap,Cap_Phase1_60_L.mp4,180,19,116.89991,450.48178
Cap,Cap_Phase1_60_L.mp4,180,20,130.57303,371.08438
Cap,Cap_Phase1_60_L.mp4,181,0,98.23155,1024.2999
Cap,Cap_Phase1_60_L.mp4,181,1,289.4287,1008.7705
Cap,Cap_Phase1_60_L.mp4,181,2,429.07782,935.3561
Cap,Cap_Phase1_60_L.mp4,181,3,542.99536,843.4927
Cap,Cap_Phase1_60_L.mp4,181,4,638.31067,765.77075
Cap,Cap_Phase1_60_L.mp4,181,5,355.94357,730.7296
Cap,Cap_Phase1_60_L.mp4,181,6,446.1409,541.1136
Cap,Cap_Phase1_60_L.mp4,181,7,489.98367,424.16187
Cap,Cap_Phase1_60_L.mp4,181,8,519.955,337.63745
Cap,Cap_Phase1_60_L.mp4,181,9,257.786,682.54724
Cap,Cap_Phase1_60_L.mp4,181,10,336.2365,472.03787
Cap,Cap_Phase1_60_L.mp4,181,11,373.00665,336.48712
Cap,Cap_Phase1_60_L.mp4,181,12,395.93372,238.35944
Cap,Cap_Phase1_60_L.mp4,181,13,169.09953,669.2685
Cap,Cap_Phase1_60_L.mp4,181,14,231.2896,475.21375
Cap,Cap_Phase1_60_L.mp4,181,15,261.1193,353.71072
Cap,Cap_Phase1_60_L.mp4,181,16,284.06522,260.24686
Cap,Cap_Phase1_60_L.mp4,181,17,96.85291,683.8414
Cap,Cap_Phase1_60_L.mp4,181,18,128.9111,536.6686
Cap,Cap_Phase1_60_L.mp4,181,19,144.85994,443.261
Cap,Cap_Phase1_60_L.mp4,181,20,160.86543,363.84485
Cap,Cap_Phase1_60_L.mp4,182,0,109.79894,1000.8871
Cap,Cap_Phase1_60_L.mp4,182,1,291.68555,990.0965
Cap,Cap_Phase1_60_L.mp4,182,2,431.3724,926.0097
Cap,Cap_Phase1_60_L.mp4,182,3,549.9736,838.7726
Cap,Cap_Phase1_60_L.mp4,182,4,642.96594,763.4013
Cap,Cap_Phase1_60_L.mp4,182,5,374.57416,723.5838
Cap,Cap_Phase1_60_L.mp4,182,6,464.76205,531.6359
Cap,Cap_Phase1_60_L.mp4,182,7,506.2819,417.03485
Cap,Cap_Phase1_60_L.mp4,182,8,531.59796,332.87985
Cap,Cap_Phase1_60_L.mp4,182,9,278.74896,675.38275
Cap,Cap_Phase1_60_L.mp4,182,10,359.5224,462.52267
Cap,Cap_Phase1_60_L.mp4,182,11,393.9696,329.3226
Cap,Cap_Phase1_60_L.mp4,182,12,412.2508,235.89624
Cap,Cap_Phase1_60_L.mp4,182,13,190.0436,657.4402
Cap,Cap_Phase1_60_L.mp4,182,14,252.2431,465.71732
Cap,Cap_Phase1_60_L.mp4,182,15,284.4146,346.52744
Cap,Cap_Phase1_60_L.mp4,182,16,305.04706,257.74615
Cap,Cap_Phase1_60_L.mp4,182,17,120.11989,669.66235
Cap,Cap_Phase1_60_L.mp4,182,18,152.18753,524.8215
Cap,Cap_Phase1_60_L.mp4,182,19,165.804,431.43265
Cap,Cap_Phase1_60_L.mp4,182,20,179.48657,354.36716
Cap,Cap_Phase1_60_L.mp4,183,0,116.75826,991.5032
Cap,Cap_Phase1_60_L.mp4,183,1,298.6543,983.0445
Cap,Cap_Phase1_60_L.mp4,183,2,440.6641,916.60706
Cap,Cap_Phase1_60_L.mp4,183,3,559.2747,831.70184
Cap,Cap_Phase1_60_L.mp4,183,4,649.9536,761.0131
Cap,Cap_Phase1_60_L.mp4,183,5,388.53058,714.1437
Cap,Cap_Phase1_60_L.mp4,183,6,478.7279,524.52765
Cap,Cap_Phase1_60_L.mp4,183,7,515.583,409.96408
Cap,Cap_Phase1_60_L.mp4,183,8,538.55725,323.49594
Cap,Cap_Phase1_60_L.mp4,183,9,297.3512,661.2412
Cap,Cap_Phase1_60_L.mp4,183,10,375.81116,453.06375
Cap,Cap_Phase1_60_L.mp4,183,11,412.6002,322.17682
Cap,Cap_Phase1_60_L.mp4,183,12,435.5461,228.71297
Cap,Cap_Phase1_60_L.mp4,183,13,208.64584,643.29865
Cap,Cap_Phase1_60_L.mp4,183,14,273.17773,451.55707
Cap,Cap_Phase1_60_L.mp4,183,15,303.0263,334.71786
Cap,Cap_Phase1_60_L.mp4,183,16,323.65875,245.93657
Cap,Cap_Phase1_60_L.mp4,183,17,136.38034,653.2077
Cap,Cap_Phase1_60_L.mp4,183,18,168.45743,510.69876
Cap,Cap_Phase1_60_L.mp4,183,19,179.76042,421.9925
Cap,Cap_Phase1_60_L.mp4,183,20,191.12007,347.27765
Cap,Cap_Phase1_60_L.mp4,184,0,119.07175,986.8206
Cap,Cap_Phase1_60_L.mp4,184,1,300.97723,980.69385
Cap,Cap_Phase1_60_L.mp4,184,2,449.9841,914.2001
Cap,Cap_Phase1_60_L.mp4,184,3,568.5947,829.2949
Cap,Cap_Phase1_60_L.mp4,184,4,656.9413,758.62494
Cap,Cap_Phase1_60_L.mp4,184,5,397.8317,707.07294
Cap,Cap_Phase1_60_L.mp4,184,6,490.3897,524.4339
Cap,Cap_Phase1_60_L.mp4,184,7,527.2448,409.87033
Cap,Cap_Phase1_60_L.mp4,184,8,550.2191,323.40216
Cap,Cap_Phase1_60_L.mp4,184,9,308.99414,656.48364
Cap,Cap_Phase1_60_L.mp4,184,10,389.78647,448.2874
Cap,Cap_Phase1_60_L.mp4,184,11,426.58493,319.7324
Cap,Cap_Phase1_60_L.mp4,184,12,447.1985,226.28728
Cap,Cap_Phase1_60_L.mp4,184,13,222.62114,638.52234
Cap,Cap_Phase1_60_L.mp4,184,14,289.48538,446.76196
Cap,Cap_Phase1_60_L.mp4,184,15,319.33398,329.92276
Cap,Cap_Phase1_60_L.mp4,184,16,339.95697,238.80956
Cap,Cap_Phase1_60_L.mp4,184,17,148.03271,650.78204
Cap,Cap_Phase1_60_L.mp4,184,18,182.4516,510.58624
Cap,Cap_Phase1_60_L.mp4,184,19,191.4128,419.5668
Cap,Cap_Phase1_60_L.mp4,184,20,202.763,342.52008
Cap,Cap_Phase1_60_L.mp4,185,0,126.02162,975.1048
Cap,Cap_Phase1_60_L.mp4,185,1,305.6042,971.32874
Cap,Cap_Phase1_60_L.mp4,185,2,454.62994,909.4988
Cap,Cap_Phase1_60_L.mp4,185,3,575.5824,826.90674
Cap,Cap_Phase1_60_L.mp4,185,4,663.9289,756.23676
Cap,Cap_Phase1_60_L.mp4,185,5,407.14227,702.3341
Cap,Cap_Phase1_60_L.mp4,185,6,499.7003,519.69507
Cap,Cap_Phase1_60_L.mp4,185,7,536.5649,407.46338
Cap,Cap_Phase1_60_L.mp4,185,8,557.2067,321.014
Cap,Cap_Phase1_60_L.mp4,185,9,318.28583,647.081
Cap,Cap_Phase1_60_L.mp4,185,10,401.42938,443.52982
Cap,Cap_Phase1_60_L.mp4,185,11,440.56024,314.95605
Cap,Cap_Phase1_60_L.mp4,185,12,463.50616,221.49217
Cap,Cap_Phase1_60_L.mp4,185,13,234.23575,626.769
Cap,Cap_Phase1_60_L.mp4,185,14,303.4418,437.3218
Cap,Cap_Phase1_60_L.mp4,185,15,335.6322,322.79575
Cap,Cap_Phase1_60_L.mp4,185,16,353.9417,236.36513
Cap,Cap_Phase1_60_L.mp4,185,17,159.62843,634.3649
Cap,Cap_Phase1_60_L.mp4,185,18,191.7244,496.51978
Cap,Cap_Phase1_60_L.mp4,185,19,203.02739,407.81348
Cap,Cap_Phase1_60_L.mp4,185,20,209.72232,333.13617
Cap,Cap_Phase1_60_L.mp4,186,0,130.63913,963.4077
Cap,Cap_Phase1_60_L.mp4,186,1,310.21225,957.29974
Cap,Cap_Phase1_60_L.mp4,186,2,459.24747,897.8017
Cap,Cap_Phase1_60_L.mp4,186,3,580.21875,819.8735
Cap,Cap_Phase1_60_L.mp4,186,4,668.5653,749.20355
Cap,Cap_Phase1_60_L.mp4,186,5,414.1016,692.9502
Cap,Cap_Phase1_60_L.mp4,186,6,509.0014,512.6243
Cap,Cap_Phase1_60_L.mp4,186,7,545.8754,402.72455
Cap,Cap_Phase1_60_L.mp4,186,8,568.8497,316.2564
Cap,Cap_Phase1_60_L.mp4,186,9,327.5775,637.67834
Cap,Cap_Phase1_60_L.mp4,186,10,415.4047,438.75348
Cap,Cap_Phase1_60_L.mp4,186,11,454.53552,310.1797
Cap,Cap_Phase1_60_L.mp4,186,12,472.8167,216.75334
Cap,Cap_Phase1_60_L.mp4,186,13,241.18562,615.0532
Cap,Cap_Phase1_60_L.mp4,186,14,315.0753,430.2323
Cap,Cap_Phase1_60_L.mp4,186,15,349.60748,318.0194
Cap,Cap_Phase1_60_L.mp4,186,16,367.92645,233.92068
Cap,Cap_Phase1_60_L.mp4,186,17,166.56886,620.3172
Cap,Cap_Phase1_60_L.mp4,186,18,200.9972,482.4533
Cap,Cap_Phase1_60_L.mp4,186,19,212.30019,393.747
Cap,Cap_Phase1_60_L.mp4,186,20,221.33693,321.38284
Cap,Cap_Phase1_60_L.mp4,187,0,149.26971,956.26196
Cap,Cap_Phase1_60_L.mp4,187,1,328.86172,954.8178
Cap,Cap_Phase1_60_L.mp4,187,2,475.5551,893.0066
Cap,Cap_Phase1_60_L.mp4,187,3,589.50104,808.1389
Cap,Cap_Phase1_60_L.mp4,187,4,677.857,739.8009
Cap,Cap_Phase1_60_L.mp4,187,5,423.38382,681.21564
Cap,Cap_Phase1_60_L.mp4,187,6,515.96075,503.24042
Cap,Cap_Phase1_60_L.mp4,187,7,555.1766,395.6538
Cap,Cap_Phase1_60_L.mp4,187,8,580.4926,311.4988
Cap,Cap_Phase1_60_L.mp4,187,9,336.8692,628.2757
Cap,Cap_Phase1_60_L.mp4,187,10,422.364,429.36957
Cap,Cap_Phase1_60_L.mp4,187,11,461.51373,305.45963
Cap,Cap_Phase1_60_L.mp4,187,12,486.8109,216.64081
Cap,Cap_Phase1_60_L.mp4,187,13,252.80966,605.6318
Cap,Cap_Phase1_60_L.mp4,187,14,324.3764,423.16156
Cap,Cap_Phase1_60_L.mp4,187,15,356.57623,310.9674
Cap,Cap_Phase1_60_L.mp4,187,16,377.21814,224.51802
Cap,Cap_Phase1_60_L.mp4,187,17,180.53471,613.2089
Cap,Cap_Phase1_60_L.mp4,187,18,210.30777,477.71445
Cap,Cap_Phase1_60_L.mp4,187,19,221.61076,389.00818
Cap,Cap_Phase1_60_L.mp4,187,20,230.63805,314.3121
Cap,Cap_Phase1_60_L.mp4,188,0,156.22903,946.87805
Cap,Cap_Phase1_60_L.mp4,188,1,338.14395,943.08325
Cap,Cap_Phase1_60_L.mp4,188,2,480.19153,885.9734
Cap,Cap_Phase1_60_L.mp4,188,3,594.1374,801.1057
Cap,Cap_Phase1_60_L.mp4,188,4,680.1516,730.4545
Cap,Cap_Phase1_60_L.mp4,188,5,432.68497,674.1449
Cap,Cap_Phase1_60_L.mp4,188,6,522.9295,496.18842
Cap,Cap_Phase1_60_L.mp4,188,7,564.47766,388.58307
Cap,Cap_Phase1_60_L.mp4,188,8,592.13556,306.7412
Cap,Cap_Phase1_60_L.mp4,188,9,346.15143,616.54114
Cap,Cap_Phase1_60_L.mp4,188,10,429.33276,422.31757
Cap,Cap_Phase1_60_L.mp4,188,11,468.48248,298.40762
Cap,Cap_Phase1_60_L.mp4,188,12,493.77966,209.58882
Cap,Cap_Phase1_60_L.mp4,188,13,262.10135,596.2291
Cap,Cap_Phase1_60_L.mp4,188,14,331.33572,413.77768
Cap,Cap_Phase1_60_L.mp4,188,15,363.53555,301.58353
Cap,Cap_Phase1_60_L.mp4,188,16,384.1869,217.46603
Cap,Cap_Phase1_60_L.mp4,188,17,189.8264,603.8063
Cap,Cap_Phase1_60_L.mp4,188,18,219.59001,465.9799
Cap,Cap_Phase1_60_L.mp4,188,19,228.56064,377.2924
Cap,Cap_Phase1_60_L.mp4,188,20,239.92973,304.90945
Cap,Cap_Phase1_60_L.mp4,189,0,165.52072,937.4754
Cap,Cap_Phase1_60_L.mp4,189,1,345.10327,933.69934
Cap,Cap_Phase1_60_L.mp4,189,2,487.1414,874.25757
Cap,Cap_Phase1_60_L.mp4,189,3,603.4291,791.70306
Cap,Cap_Phase1_60_L.mp4,189,4,687.12036,723.4025
Cap,Cap_Phase1_60_L.mp4,189,5,439.6443,664.761
Cap,Cap_Phase1_60_L.mp4,189,6,527.5659,489.15518
Cap,Cap_Phase1_60_L.mp4,189,7,569.12354,383.88174
Cap,Cap_Phase1_60_L.mp4,189,8,596.7719,299.70798
Cap,Cap_Phase1_60_L.mp4,189,9,353.1202,609.48914
Cap,Cap_Phase1_60_L.mp4,189,10,433.96918,415.28433
Cap,Cap_Phase1_60_L.mp4,189,11,473.1189,291.3744
Cap,Cap_Phase1_60_L.mp4,189,12,498.40662,200.22368
Cap,Cap_Phase1_60_L.mp4,189,13,269.07013,589.1772
Cap,Cap_Phase1_60_L.mp4,189,14,338.31393,409.0576
Cap,Cap_Phase1_60_L.mp4,189,15,368.1814,296.8822
Cap,Cap_Phase1_60_L.mp4,189,16,391.15567,210.41405
Cap,Cap_Phase1_60_L.mp4,189,17,196.79517,596.7543
Cap,Cap_Phase1_60_L.mp4,189,18,226.57765,463.59174
Cap,Cap_Phase1_60_L.mp4,189,19,235.5483,374.9042
Cap,Cap_Phase1_60_L.mp4,189,20,246.90794,300.18936
Cap,Cap_Phase1_60_L.mp4,190,0,181.82838,932.6803
Cap,Cap_Phase1_60_L.mp4,190,1,359.0597,924.2592
Cap,Cap_Phase1_60_L.mp4,190,2,498.7749,867.1681
Cap,Cap_Phase1_60_L.mp4,190,3,610.3978,784.65106
Cap,Cap_Phase1_60_L.mp4,190,4,696.4309,718.6637
Cap,Cap_Phase1_60_L.mp4,190,5,448.93597,655.35834
Cap,Cap_Phase1_60_L.mp4,190,6,534.5252,479.7713
Cap,Cap_Phase1_60_L.mp4,190,7,573.7505,374.5166
Cap,Cap_Phase1_60_L.mp4,190,8,601.4083,292.67474
Cap,Cap_Phase1_60_L.mp4,190,9,362.42133,602.4184
Cap,Cap_Phase1_60_L.mp4,190,10,440.93793,408.23236
Cap,Cap_Phase1_60_L.mp4,190,11,477.74585,282.00925
Cap,Cap_Phase1_60_L.mp4,190,12,503.03357,190.85854
Cap,Cap_Phase1_60_L.mp4,190,13,278.37125,582.1064
Cap,Cap_Phase1_60_L.mp4,190,14,342.95035,402.02435
Cap,Cap_Phase1_60_L.mp4,190,15,375.15018,289.8302
Cap,Cap_Phase1_60_L.mp4,190,16,395.8015,205.71272
Cap,Cap_Phase1_60_L.mp4,190,17,203.77338,592.03424
Cap,Cap_Phase1_60_L.mp4,190,18,231.21405,456.5585
Cap,Cap_Phase1_60_L.mp4,190,19,240.1847,367.87097
Cap,Cap_Phase1_60_L.mp4,190,20,251.54434,293.15613
Cap,Cap_Phase1_60_L.mp4,191,0,186.45534,923.3152
Cap,Cap_Phase1_60_L.mp4,191,1,366.019,914.8753
Cap,Cap_Phase1_60_L.mp4,191,2,505.73422,857.7842
Cap,Cap_Phase1_60_L.mp4,191,3,617.36664,777.59906
Cap,Cap_Phase1_60_L.mp4,191,4,703.39966,711.6117
Cap,Cap_Phase1_60_L.mp4,191,5,455.90472,648.30634
Cap,Cap_Phase1_60_L.mp4,191,6,539.1616,472.73807
Cap,Cap_Phase1_60_L.mp4,191,7,578.38684,367.48337
Cap,Cap_Phase1_60_L.mp4,191,8,606.0353,283.3096
Cap,Cap_Phase1_60_L.mp4,191,9,369.39008,595.3664
Cap,Cap_Phase1_60_L.mp4,191,10,445.58377,403.53104
Cap,Cap_Phase1_60_L.mp4,191,11,484.7335,279.62106
Cap,Cap_Phase1_60_L.mp4,191,12,507.68887,188.48912
Cap,Cap_Phase1_60_L.mp4,191,13,283.0171,577.4051
Cap,Cap_Phase1_60_L.mp4,191,14,349.938,399.63617
Cap,Cap_Phase1_60_L.mp4,191,15,379.80545,287.4608
Cap,Cap_Phase1_60_L.mp4,191,16,400.44736,201.0114
Cap,Cap_Phase1_60_L.mp4,191,17,210.74214,584.98224
Cap,Cap_Phase1_60_L.mp4,191,18,235.8599,451.85718
Cap,Cap_Phase1_60_L.mp4,191,19,247.16289,363.15088
Cap,Cap_Phase1_60_L.mp4,191,20,256.19962,290.7867
Cap,Cap_Phase1_60_L.mp4,192,0,195.75647,916.24445
Cap,Cap_Phase1_60_L.mp4,192,1,377.66196,910.1177
Cap,Cap_Phase1_60_L.mp4,192,2,517.37714,853.0266
Cap,Cap_Phase1_60_L.mp4,192,3,629.0095,772.8415
Cap,Cap_Phase1_60_L.mp4,192,4,715.0615,711.51794
Cap,Cap_Phase1_60_L.mp4,192,5,465.22473,645.8994
Cap,Cap_Phase1_60_L.mp4,192,6,548.4816,470.33112
Cap,Cap_Phase1_60_L.mp4,192,7,585.36505,362.76328
Cap,Cap_Phase1_60_L.mp4,192,8,613.0135,278.58954
Cap,Cap_Phase1_60_L.mp4,192,9,378.70065,590.62756
Cap,Cap_Phase1_60_L.mp4,192,10,454.89435,398.7922
Cap,Cap_Phase1_60_L.mp4,192,11,489.37933,274.91974
Cap,Cap_Phase1_60_L.mp4,192,12,512.3347,183.78778
Cap,Cap_Phase1_60_L.mp4,192,13,294.66,572.6475
Cap,Cap_Phase1_60_L.mp4,192,14,356.9162,394.9161
Cap,Cap_Phase1_60_L.mp4,192,15,386.77423,280.40878
Cap,Cap_Phase1_60_L.mp4,192,16,405.08374,193.97816
Cap,Cap_Phase1_60_L.mp4,192,17,220.0527,580.2434
Cap,Cap_Phase1_60_L.mp4,192,18,242.8381,447.1371
Cap,Cap_Phase1_60_L.mp4,192,19,251.80873,358.44955
Cap,Cap_Phase1_60_L.mp4,192,20,258.50366,283.77225
Cap,Cap_Phase1_60_L.mp4,193,0,209.70343,904.47235
Cap,Cap_Phase1_60_L.mp4,193,1,391.6278,903.00946
Cap,Cap_Phase1_60_L.mp4,193,2,529.0106,845.9371
Cap,Cap_Phase1_60_L.mp4,193,3,638.31067,765.77075
Cap,Cap_Phase1_60_L.mp4,193,4,724.38153,709.11096
Cap,Cap_Phase1_60_L.mp4,193,5,476.83936,634.1461
Cap,Cap_Phase1_60_L.mp4,193,6,560.10565,460.90973
Cap,Cap_Phase1_60_L.mp4,193,7,596.9986,355.67377
Cap,Cap_Phase1_60_L.mp4,193,8,626.9794,271.48126
Cap,Cap_Phase1_60_L.mp4,193,9,390.3247,581.2062
Cap,Cap_Phase1_60_L.mp4,193,10,461.8631,391.7402
Cap,Cap_Phase1_60_L.mp4,193,11,496.3481,267.86777
Cap,Cap_Phase1_60_L.mp4,193,12,519.294,174.40388
Cap,Cap_Phase1_60_L.mp4,193,13,303.96115,565.5767
Cap,Cap_Phase1_60_L.mp4,193,14,363.89438,390.196
Cap,Cap_Phase1_60_L.mp4,193,15,393.7524,275.68872
Cap,Cap_Phase1_60_L.mp4,193,16,412.0714,191.58998
Cap,Cap_Phase1_60_L.mp4,193,17,229.36328,575.5046
Cap,Cap_Phase1_60_L.mp4,193,18,249.81631,442.417
Cap,Cap_Phase1_60_L.mp4,193,19,256.46402,356.08014
Cap,Cap_Phase1_60_L.mp4,193,20,265.4913,281.38406
Cap,Cap_Phase1_60_L.mp4,194,0,216.6722,897.42035
Cap,Cap_Phase1_60_L.mp4,194,1,396.27365,898.3081
Cap,Cap_Phase1_60_L.mp4,194,2,535.9983,843.5489
Cap,Cap_Phase1_60_L.mp4,194,3,647.6307,763.3638
Cap,Cap_Phase1_60_L.mp4,194,4,736.0244,704.3534
Cap,Cap_Phase1_60_L.mp4,194,5,481.50406,634.1086
Cap,Cap_Phase1_60_L.mp4,194,6,571.75806,458.48404
Cap,Cap_Phase1_60_L.mp4,194,7,610.98334,353.22934
Cap,Cap_Phase1_60_L.mp4,194,8,640.95465,266.70493
Cap,Cap_Phase1_60_L.mp4,194,9,394.97998,578.83673
Cap,Cap_Phase1_60_L.mp4,194,10,471.18314,389.33328
Cap,Cap_Phase1_60_L.mp4,194,11,505.64923,260.79703
Cap,Cap_Phase1_60_L.mp4,194,12,526.25336,165.01999
Cap,Cap_Phase1_60_L.mp4,194,13,310.9488,563.1886
Cap,Cap_Phase1_60_L.mp4,194,14,373.21442,387.7891
Cap,Cap_Phase1_60_L.mp4,194,15,400.7495,275.63245
Cap,Cap_Phase1_60_L.mp4,194,16,416.72668,189.22057
Cap,Cap_Phase1_60_L.mp4,194,17,238.67384,570.7657
Cap,Cap_Phase1_60_L.mp4,194,18,256.80396,440.02884
Cap,Cap_Phase1_60_L.mp4,194,19,261.10986,351.3788
Cap,Cap_Phase1_60_L.mp4,194,20,267.80478,276.7015
Cap,Cap_Phase1_60_L.mp4,195,0,225.98276,892.6815
Cap,Cap_Phase1_60_L.mp4,195,1,403.25186,893.588
Cap,Cap_Phase1_60_L.mp4,195,2,545.3183,841.14197
Cap,Cap_Phase1_60_L.mp4,195,3,656.9507,760.95685
Cap,Cap_Phase1_60_L.mp4,195,4,745.3445,701.9465
Cap,Cap_Phase1_60_L.mp4,195,5,486.1499,629.4072
Cap,Cap_Phase1_60_L.mp4,195,6,581.0969,460.7409
Cap,Cap_Phase1_60_L.mp4,195,7,624.98694,355.44873
Cap,Cap_Phase1_60_L.mp4,195,8,657.2812,266.57364
Cap,Cap_Phase1_60_L.mp4,195,9,401.9582,574.11664
Cap,Cap_Phase1_60_L.mp4,195,10,480.49368,384.59445
Cap,Cap_Phase1_60_L.mp4,195,11,514.96924,258.39008
Cap,Cap_Phase1_60_L.mp4,195,12,535.57336,162.61307
Cap,Cap_Phase1_60_L.mp4,195,13,317.91754,556.1366
Cap,Cap_Phase1_60_L.mp4,195,14,380.1926,383.069
Cap,Cap_Phase1_60_L.mp4,195,15,410.0601,270.89362
Cap,Cap_Phase1_60_L.mp4,195,16,426.0278,182.14983
Cap,Cap_Phase1_60_L.mp4,195,17,245.65205,566.04565
Cap,Cap_Phase1_60_L.mp4,195,18,261.4498,435.3275
Cap,Cap_Phase1_60_L.mp4,195,19,265.76514,349.0094
